Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE,Score
8/21/2018,1,3,1,1,0,1,1,0,1,0,0,2,1,9,0,10,2,1,0,10,Less than 20,Male,585.5,Good
6/20/2018,5,4,6,10,8,10,8,5,2,8,6,9,5,8,10,1,2,10,10,6,51 or more,Male,726.1,Excellent
8/21/2018,3,4,5,1,2,5,0,4,2,7,0,7,0,7,10,0,2,0,1,10,51 or more,Female,616.7,Good
8/21/2018,1,5,2,1,0,5,4,2,2,10,1,5,0,9,0,7,2,2,0,10,36 to 50,Male,611.6,Good
8/22/2018,3,1,4,2,2,5,2,0,2,4,3,10,3,7,0,1,2,5,2,4,21 to 35,Male,642.8,Good
8/22/2018,4,2,5,7,7,7,2,3,1,6,3,5,3,7,10,3,2,5,5,10,21 to 35,Female,680.9,Good
8/19/2018,4,3,10,10,8,10,8,2,1,5,1,10,5,7,0,4,2,8,3,8,36 to 50,Female,726.1,Excellent
8/22/2018,2,3,3,4,0,2,4,1,1,5,1,8,4,7,2,1,1,2,0,7,Less than 20,Male,622,Good
8/21/2018,3,2,10,5,5,5,5,5,1,9,4,10,5,7,0,1,2,5,4,10,36 to 50,Female,726.1,Excellent
5/11/2020 10:55,4,2,8,8,10,10,10,0,1,7,5,10,5,7,10,1,2,5,7,10,21 to 35,Male,726.1,Excellent
8/23/2018,3,4,8,5,2,10,3,3,1,7,1,4,3,8,4,2,2,8,1,7,51 or more,Male,674.1,Good
8/23/2018,1,2,4,9,3,8,5,2,1,8,4,1,3,7,0,1,2,3,0,0,21 to 35,Female,658,Good
8/23/2018,3,3,2,5,8,10,6,2,1,4,4,8,2,7,2,3,2,8,8,2,21 to 35,Male,688.3,Good
6/18/2020 20:56,4,1,10,6,7,6,6,3,1,3,3,10,3,7,1,0,2,10,5,8,51 or more,Male,726.1,Excellent
8/23/2018,0,3,5,10,5,10,6,2,2,4,10,5,5,5,3,1,2,3,5,3,21 to 35,Male,665.2,Good
8/23/2018,3,5,4,3,8,3,1,2,1,8,0,1,1,7,0,0,1,10,0,7,51 or more,Female,635.9,Good
8/28/2020 18:51,2,2,8,7,7,8,9,3,2,8,7,10,8,7,0,3,2,10,3,10,21 to 35,Male,726.1,Excellent
8/24/2018,3,2,10,7,4,8,7,0,1,9,3,6,1,8,0,5,1,5,2,1,21 to 35,Male,662.6,Good
8/24/2018,5,1,2,8,5,3,10,5,2,10,2,4,0,7,0,1,2,7,2,10,51 or more,Female,694.3,Good
8/24/2018,5,2,5,2,2,10,3,1,1,7,10,10,1,7,0,5,1,5,10,10,21 to 35,Female,692.1,Good
9/15/2020 6:09,3,1,7,10,6,5,10,2,2,9,4,9,7,8,2,0,2,9,10,5,21 to 35,Male,726.1,Excellent
8/24/2018,2,3,10,2,6,6,2,4,1,6,1,10,10,7,0,1,1,7,1,10,51 or more,Male,688.7,Good
8/24/2018,5,3,10,2,10,8,4,1,2,8,6,5,2,8,3,2,2,5,3,6,Less than 20,Female,679.4,Good
8/24/2018,5,3,10,3,4,9,3,0,2,8,4,5,2,8,2,2,2,2,3,7,Less than 20,Female,662.4,Good
8/24/2018,2,3,5,1,4,4,0,5,1,0,0,10,10,5,7,1,1,0,2,3,Less than 20,Male,622,Good
1/31/2016,1,1,10,4,10,5,5,5,1,7,2,1,10,8,0,1,2,10,5,10,21 to 35,Male,726.2,Excellent
8/24/2018,2,2,5,5,4,6,2,1,1,6,1,4,10,9,0,1,2,4,3,4,21 to 35,Female,672.6,Good
8/24/2018,4,2,4,5,1,10,6,3,2,5,1,4,1,8,0,1,2,2,1,7,21 to 35,Female,655.4,Good
10/3/2016,1,1,10,10,7,10,6,5,1,5,6,2,2,7,1,1,2,10,3,10,21 to 35,Female,726.2,Excellent
3/11/2019 9:23,5,4,8,10,10,10,3,5,1,7,5,1,8,8,0,0,2,2,6,6,51 or more,Female,726.2,Excellent
8/25/2018,3,2,9,3,2,2,5,2,2,8,9,8,8,9,0,7,2,6,7,4,51 or more,Male,681.9,Good
8/25/2018,1,5,3,0,1,4,3,5,1,0,0,10,0,6,0,0,2,3,1,3,21 to 35,Male,625.6,Good
12/7/2020 13:12,4,5,7,10,10,10,8,5,1,8,6,3,8,6,5,4,2,10,10,1,36 to 50,Female,726.2,Excellent
7/31/2016,5,1,10,8,3,10,2,2,1,7,5,10,1,8,0,1,2,4,6,10,21 to 35,Male,726.3,Excellent
8/25/2018,2,3,2,6,6,7,2,5,2,4,0,1,5,6,0,2,1,6,4,4,36 to 50,Female,628.9,Good
5/8/2017,3,2,1,10,10,10,5,3,1,6,8,10,10,8,7,5,2,10,7,4,21 to 35,Female,726.3,Excellent
8/26/2018,0,2,0,2,3,1,2,0,1,0,0,5,0,7,0,5,1,3,0,10,21 to 35,Male,587.4,Good
5/15/2017,5,0,10,5,2,7,5,3,1,8,3,10,2,8,0,0,2,4,5,10,21 to 35,Female,726.3,Excellent
5/15/2017,5,0,10,5,2,7,5,3,1,8,3,10,2,8,0,0,2,4,5,10,21 to 35,Female,726.3,Excellent
8/26/2018,1,3,4,3,10,4,4,5,1,3,2,3,2,9,0,1,1,5,5,10,36 to 50,Female,663.9,Good
8/26/2018,2,5,5,9,5,10,4,0,1,4,1,2,1,7,0,1,2,3,1,5,36 to 50,Male,648,Good
10/7/2017,5,4,7,7,8,10,10,3,1,8,3,10,7,8,4,3,2,8,5,3,21 to 35,Female,726.3,Excellent
8/27/2018,3,4,10,8,5,5,3,1,1,7,0,6,2,7,0,1,2,3,4,7,21 to 35,Male,676,Good
8/27/2018,1,1,5,6,3,4,3,2,2,5,3,1,3,7,7,0,2,7,1,8,51 or more,Male,635.9,Good
5/31/2018,3,3,10,7,5,5,2,3,1,8,6,10,3,8,0,0,2,10,5,10,21 to 35,Male,726.3,Excellent
8/27/2018,2,3,3,3,1,3,1,1,2,1,1,4,2,6,7,0,1,2,1,4,21 to 35,Female,571.7,Good
8/27/2018,2,2,1,8,10,4,1,0,2,7,4,5,1,7,0,6,2,6,6,7,51 or more,Female,650.3,Good
8/27/2018,2,2,1,4,7,4,1,1,1,3,1,3,1,7,3,7,1,7,3,10,51 or more,Female,621,Good
6/2/2019 20:30,5,1,10,5,5,10,6,5,1,9,4,10,5,8,0,3,2,2,3,3,Less than 20,Female,726.3,Excellent
8/28/2018,1,5,4,4,8,6,3,2,1,4,2,7,1,6,10,0,1,5,2,7,21 to 35,Male,623.3,Good
8/28/2018,5,3,5,0,0,0,0,0,1,3,4,10,10,8,0,1,1,10,4,10,21 to 35,Male,661.7,Good
8/28/2018,3,3,8,5,10,10,7,3,2,5,5,8,5,7,0,5,2,10,2,4,51 or more,Female,695.1,Good
3/23/2020 20:25,4,2,10,4,8,6,5,5,2,8,7,10,5,8,0,0,2,10,0,10,51 or more,Female,726.3,Excellent
8/28/2018,1,4,1,2,9,10,0,4,2,2,1,7,0,5,7,7,2,8,1,10,36 to 50,Female,621.4,Good
8/28/2018,3,2,10,10,3,7,0,1,1,5,2,6,2,7,0,1,2,5,1,7,21 to 35,Male,679.4,Good
5/16/2020 5:50,3,5,10,6,10,9,3,3,1,8,3,10,10,8,0,7,2,10,3,10,36 to 50,Male,726.3,Excellent
8/1/2018,2,0,7,5,10,6,10,5,1,10,1,5,5,5,4,0,2,10,2,10,51 or more,Male,726.4,Excellent
10/25/2018,5,1,4,3,10,10,3,5,1,10,5,3,2,7,0,2,2,3,10,10,21 to 35,Male,726.4,Excellent
8/29/2018,5,5,2,0,10,10,1,5,2,8,1,1,0,5,2,5,1,1,3,3,36 to 50,Female,610,Good
8/29/2018,4,3,10,10,8,4,2,2,2,5,4,10,3,8,0,5,2,5,2,4,21 to 35,Female,677,Good
12/16/2018,5,3,10,10,10,10,5,5,1,7,2,2,2,8,0,2,2,6,2,10,36 to 50,Male,726.4,Excellent
8/29/2018,5,4,3,6,4,5,1,5,1,5,2,5,5,7,0,1,2,4,4,4,51 or more,Female,675.8,Good
8/29/2018,2,4,2,6,10,10,4,2,2,3,4,2,4,6,2,5,1,4,7,2,36 to 50,Female,625.7,Good
8/29/2018,2,3,10,3,6,7,8,1,2,9,1,7,10,8,7,2,1,4,3,7,51 or more,Female,656,Good
8/29/2018,5,4,5,7,7,10,2,5,2,5,6,2,7,6,10,5,2,6,1,6,51 or more,Female,659.7,Good
5/19/2019 21:51,5,1,3,10,10,10,10,5,2,7,4,4,3,6,0,0,2,10,3,8,36 to 50,Female,726.4,Excellent
8/14/2020 5:29,3,4,10,3,10,10,10,5,1,9,6,3,10,7,10,2,2,5,10,7,36 to 50,Female,726.4,Excellent
8/29/2018,4,1,6,7,9,7,8,2,2,9,4,4,3,8,1,3,2,6,3,9,21 to 35,Female,697.9,Good
8/30/2018,3,5,10,5,10,4,7,1,2,2,7,5,1,7,10,10,1,10,5,7,36 to 50,Female,628.2,Good
8/30/2018,3,3,3,10,10,8,1,1,1,4,1,2,2,5,7,5,2,2,0,3,36 to 50,Female,632.3,Good
8/30/2018,3,4,4,6,5,7,3,5,2,6,2,10,2,7,0,2,1,4,1,5,21 to 35,Female,646.2,Good
3/24/2016,5,3,5,8,9,10,10,2,1,7,3,10,4,9,5,4,2,10,5,6,Less than 20,Female,726.5,Excellent
2/1/2017,4,3,8,9,7,10,7,5,2,7,6,9,9,10,6,5,2,7,9,6,21 to 35,Male,726.5,Excellent
9/1/2018,0,4,2,3,5,8,2,2,1,1,3,7,2,7,1,0,2,3,2,1,21 to 35,Male,633.7,Good
9/1/2018,5,3,7,2,7,7,8,3,1,7,6,8,5,6,7,6,1,6,6,8,21 to 35,Male,683,Good
4/29/2018,5,1,6,7,10,8,6,2,1,9,6,10,3,9,1,1,1,5,6,10,21 to 35,Female,726.5,Excellent
9/1/2018,1,5,0,0,6,1,3,0,2,5,2,6,2,7,0,0,1,4,3,5,21 to 35,Female,591,Good
9/1/2018,2,2,4,2,2,2,4,2,1,1,2,5,4,7,0,3,2,4,0,3,21 to 35,Female,633.3,Good
8/9/2018,1,0,10,10,5,10,10,1,1,0,10,10,10,9,7,4,2,6,10,2,Less than 20,Male,726.5,Excellent
9/1/2018,3,5,3,8,5,10,3,4,2,4,5,10,4,7,0,2,1,5,3,10,21 to 35,Female,664.9,Good
11/5/2015,2,2,4,5,10,10,4,5,1,6,2,3,10,8,0,1,2,6,9,10,21 to 35,Female,726.6,Excellent
9/1/2018,4,4,5,4,7,7,6,3,1,6,8,4,7,7,7,6,2,7,5,6,21 to 35,Female,685.8,Good
9/1/2018,2,2,5,4,3,10,3,3,1,5,4,4,9,8,7,4,1,0,5,8,21 to 35,Female,653.7,Good
9/1/2018,1,2,5,10,3,8,5,2,2,6,8,4,7,6,4,1,2,7,5,3,21 to 35,Female,672,Good
9/1/2018,1,2,6,5,7,10,2,3,1,2,3,2,1,8,10,5,1,2,2,10,21 to 35,Female,629.5,Good
9/1/2018,3,5,5,5,5,4,7,4,2,8,5,8,7,6,8,1,1,8,5,8,21 to 35,Female,659.2,Good
1/4/2017,4,3,3,10,10,10,7,2,2,10,9,4,4,7,1,1,2,8,10,10,51 or more,Female,726.6,Excellent
9/1/2018,2,3,1,5,4,5,7,3,2,1,3,2,0,8,6,9,1,5,3,7,21 to 35,Female,597.2,Good
8/4/2019 14:08,4,2,10,5,10,10,10,5,1,7,3,3,3,8,10,0,2,10,3,10,51 or more,Female,726.6,Excellent
9/1/2018,0,2,5,6,0,3,2,1,2,3,2,10,3,6,2,2,1,3,0,4,21 to 35,Female,600.1,Good
9/1/2018,2,2,0,4,5,10,2,5,2,2,5,1,4,7,10,4,2,6,2,3,21 to 35,Female,625.7,Good
10/22/2020 4:09,5,1,10,10,4,3,4,5,1,7,5,3,1,8,0,0,2,7,6,10,36 to 50,Male,726.6,Excellent
10/15/2015,3,2,10,7,6,8,5,3,1,8,2,10,4,10,0,2,2,6,8,5,Less than 20,Male,726.7,Excellent
9/1/2018,3,5,1,7,10,10,5,5,1,8,2,6,2,6,2,8,1,10,10,8,21 to 35,Male,684.3,Good
9/1/2018,5,3,4,5,8,3,6,4,1,8,6,6,5,7,0,3,2,5,3,3,36 to 50,Female,696.4,Good
9/1/2018,2,5,0,9,9,7,7,5,2,2,3,6,10,7,7,2,2,10,9,1,36 to 50,Female,674.3,Good
9/1/2018,5,3,5,10,10,5,1,5,1,6,0,10,3,8,5,1,2,6,1,3,36 to 50,Female,694,Good
5/29/2018,3,2,5,10,10,10,10,5,1,10,3,10,5,10,7,1,1,6,2,10,Less than 20,Male,726.7,Excellent
9/2/2018,4,1,10,3,5,1,4,4,1,6,5,10,7,6,4,1,1,7,4,10,21 to 35,Male,695.3,Good
9/2/2018,3,2,1,2,6,2,8,3,1,9,3,7,2,5,4,1,2,8,2,8,36 to 50,Female,675.8,Good
9/2/2018,3,4,2,3,2,7,2,0,2,7,1,9,3,6,4,1,2,3,1,7,36 to 50,Female,625.4,Good
9/2/2018,5,4,6,4,2,3,2,2,2,6,2,3,3,6,10,2,2,3,1,4,36 to 50,Male,612.3,Good
9/2/2018,3,1,10,5,10,5,4,5,1,10,1,6,0,7,10,0,2,2,1,10,51 or more,Male,691.3,Good
9/2/2018,2,3,1,8,8,10,4,1,1,8,4,6,3,5,0,3,1,4,0,1,36 to 50,Female,646.7,Good
9/2/2018,2,5,7,1,1,4,2,2,2,5,3,10,2,7,10,3,1,6,0,10,21 to 35,Male,603.7,Good
9/2/2018,2,2,6,4,4,4,4,1,1,8,2,10,2,6,0,0,2,10,2,8,21 to 35,Male,686.8,Good
11/26/2020 16:11,0,3,0,3,0,2,0,0,1,3,1,1,0,7,10,10,1,2,1,4,Less than 20,Male,542.4,Poor
9/2/2018,2,4,5,6,3,10,3,5,2,9,2,7,10,6,0,3,2,10,2,3,36 to 50,Female,681.1,Good
9/16/2015,4,1,9,10,10,10,6,5,2,9,2,5,10,7,4,0,2,3,6,7,51 or more,Female,726.8,Excellent
9/3/2018,3,4,3,6,10,6,1,5,2,5,1,6,0,7,3,2,2,6,0,7,51 or more,Male,650.5,Good
9/3/2018,2,4,10,6,2,10,4,3,1,7,4,10,5,7,0,5,2,5,1,3,21 to 35,Male,685.3,Good
9/3/2018,3,3,7,4,2,2,5,3,2,6,3,10,1,7,8,1,2,9,2,7,51 or more,Female,653,Good
9/3/2018,3,4,3,10,10,10,2,5,2,8,6,1,2,9,0,5,1,10,1,5,36 to 50,Female,665.2,Good
9/3/2018,2,4,2,10,10,10,1,5,1,6,2,5,5,7,5,10,1,8,2,5,36 to 50,Male,655.4,Good
9/3/2018,4,3,4,7,4,10,1,2,1,7,0,7,5,7,0,5,2,6,1,5,36 to 50,Female,674.5,Good
1/20/2016,5,1,5,6,6,3,5,4,1,4,10,4,10,8,0,1,1,10,10,10,21 to 35,Male,726.8,Excellent
9/3/2018,2,5,2,2,4,3,2,0,1,10,1,1,0,10,10,5,1,4,2,10,21 to 35,Female,597.4,Good
9/3/2018,2,1,2,5,3,2,1,0,1,7,2,4,7,5,6,1,2,5,7,10,51 or more,Male,656.5,Good
2/27/2018,3,2,10,5,10,6,10,5,1,9,4,5,5,7,1,3,2,10,1,6,36 to 50,Female,726.8,Excellent
9/3/2018,1,2,2,3,2,1,0,0,1,2,0,5,0,9,0,9,2,1,1,4,36 to 50,Female,596.3,Good
9/4/2018,2,2,5,4,1,4,2,1,2,4,1,4,5,7,0,0,2,5,5,1,36 to 50,Male,631.4,Good
9/4/2018,5,3,3,4,10,10,4,5,2,8,5,5,2,7,2,1,2,2,1,6,21 to 35,Female,679.2,Good
10/13/2019 13:38,5,2,10,10,5,10,4,4,1,5,5,5,5,7,5,1,2,9,8,5,21 to 35,Female,726.8,Excellent
9/4/2018,2,4,5,6,2,5,0,1,1,2,4,2,0,6,0,3,2,7,2,10,51 or more,Male,641,Good
9/4/2018,5,2,3,5,0,3,0,5,2,6,1,4,0,8,8,1,1,4,1,10,51 or more,Female,618,Good
9/4/2018,2,3,8,10,10,3,4,5,2,8,3,5,2,7,4,1,1,4,7,7,36 to 50,Female,667.3,Good
9/5/2018,4,3,10,8,7,4,7,3,2,5,4,5,6,7,4,6,2,10,3,6,36 to 50,Female,682.6,Good
9/5/2018,5,5,0,2,3,10,1,1,1,0,0,1,0,6,10,1,2,1,0,0,36 to 50,Female,588.1,Good
9/5/2018,3,2,8,4,6,8,0,5,2,10,1,3,1,8,0,8,2,6,1,3,36 to 50,Female,653.5,Good
9/5/2018,1,4,8,4,2,5,2,0,1,3,0,1,1,7,3,1,2,4,0,9,21 to 35,Female,624,Good
9/5/2018,3,5,1,5,9,10,5,1,1,10,2,8,5,5,10,5,2,1,6,1,36 to 50,Female,650.5,Good
11/10/2019 9:49,4,2,8,4,10,10,5,4,2,6,3,6,9,6,1,1,2,10,9,10,51 or more,Female,726.8,Excellent
8/24/2015,1,2,3,10,5,10,10,3,1,8,10,6,10,7,0,1,1,10,5,9,Less than 20,Male,727,Excellent
5/28/2016,3,2,6,5,8,10,7,5,1,8,3,6,10,7,4,3,2,10,7,4,21 to 35,Female,727,Excellent
9/6/2018,0,3,1,7,2,9,1,0,2,0,0,3,2,6,10,2,2,8,1,1,36 to 50,Female,585.1,Good
8/11/2017,4,1,10,10,10,4,10,3,1,8,2,6,2,7,0,1,2,10,1,5,36 to 50,Female,727,Excellent
9/6/2018,4,5,10,7,10,3,2,4,2,4,2,3,0,7,10,10,2,10,0,1,36 to 50,Female,622.7,Good
2/1/2018,3,4,5,10,10,10,10,5,1,9,3,6,5,7,0,0,1,10,3,10,21 to 35,Male,727,Excellent
9/6/2018,3,2,6,4,5,10,4,5,2,5,2,5,7,8,0,0,2,4,8,6,51 or more,Female,693,Good
2/19/2018,3,4,6,5,10,10,10,5,2,8,8,7,10,6,7,1,2,6,10,10,21 to 35,Male,727,Excellent
9/6/2018,5,4,4,1,10,9,3,5,2,10,1,6,5,6,0,4,2,4,3,10,51 or more,Male,682.6,Good
9/7/2018,1,4,2,4,5,4,1,3,1,4,0,3,0,6,0,4,1,2,0,0,21 to 35,Male,591.9,Good
9/7/2018,3,2,3,2,7,5,2,5,1,5,10,4,2,7,10,2,1,3,1,5,36 to 50,Female,641.6,Good
9/7/2018,1,5,6,5,5,7,3,2,1,2,4,6,0,6,7,6,2,3,4,3,Less than 20,Female,626.5,Good
9/8/2018,1,1,6,7,5,5,5,2,1,7,2,8,1,7,1,1,2,6,1,7,51 or more,Female,681.5,Good
7/26/2018,5,1,10,5,10,10,6,5,2,7,4,4,10,9,0,1,2,3,4,7,36 to 50,Female,727,Excellent
9/8/2018,3,3,2,2,2,2,0,1,1,2,1,5,1,6,10,10,1,3,2,5,21 to 35,Male,571.9,Good
9/8/2018,4,5,3,6,10,5,2,5,1,5,1,7,3,6,10,3,2,5,1,2,21 to 35,Female,650.5,Good
8/19/2018,3,1,7,10,6,8,6,3,1,6,6,8,10,5,5,3,2,8,4,10,21 to 35,Male,727,Excellent
9/8/2018,2,2,5,10,6,10,6,1,2,8,1,10,10,7,0,1,2,5,1,7,36 to 50,Male,695.5,Good
9/8/2018,5,5,10,3,2,5,2,1,1,9,0,10,2,7,0,0,2,3,0,2,21 to 35,Female,661.5,Good
9/8/2018,3,3,1,4,1,2,2,0,1,4,3,5,0,5,0,2,1,0,4,4,Less than 20,Female,602.3,Good
9/9/2018,0,3,3,2,4,10,3,2,2,7,6,1,2,6,0,2,2,5,2,2,21 to 35,Male,628.9,Good
9/9/2018,1,3,10,10,3,6,2,5,1,6,3,2,1,8,0,5,2,5,0,7,36 to 50,Female,672,Good
9/9/2018,5,2,5,4,10,8,4,2,2,7,3,4,7,6,0,3,2,5,10,9,51 or more,Female,697.5,Good
9/10/2018,4,2,7,3,3,5,2,3,1,8,1,7,1,7,0,1,2,4,3,10,21 to 35,Female,683,Good
10/4/2018,5,1,10,9,3,9,5,5,1,8,4,5,1,8,0,0,2,8,4,4,36 to 50,Female,727,Excellent
9/10/2018,5,4,7,5,7,5,2,5,2,6,2,6,0,7,3,3,2,9,1,5,36 to 50,Female,662.4,Good
9/12/2020 15:11,3,2,5,10,9,10,8,3,2,8,5,7,9,6,0,3,2,10,6,8,36 to 50,Female,727,Excellent
9/10/2018,3,1,10,3,5,4,10,2,1,5,2,8,10,8,0,2,1,5,5,8,21 to 35,Male,698.7,Good
9/11/2018,1,1,3,2,0,6,0,1,1,3,4,4,2,7,3,2,2,2,4,6,Less than 20,Male,631.4,Good
9/11/2018,0,3,1,7,2,10,5,0,2,1,2,10,10,6,10,2,2,10,1,3,51 or more,Male,632.4,Good
9/11/2018,3,4,0,1,2,7,0,5,2,7,1,10,4,4,10,8,2,6,1,4,36 to 50,Male,609.9,Good
7/8/2015,4,2,10,6,10,10,3,5,2,8,8,7,5,7,10,0,2,10,8,10,51 or more,Male,727.2,Excellent
10/27/2016,4,1,10,10,5,10,4,2,1,7,9,5,4,9,0,2,2,2,3,10,Less than 20,Male,727.2,Excellent
5/12/2017,2,2,7,4,6,10,4,5,1,9,3,6,6,8,0,1,2,4,10,10,21 to 35,Male,727.2,Excellent
9/12/2018,3,3,10,6,1,5,4,5,1,8,2,10,3,9,0,4,2,4,2,2,21 to 35,Female,687.4,Good
5/13/2017,2,2,7,4,6,10,4,5,1,9,3,6,6,8,0,1,2,4,10,10,21 to 35,Male,727.2,Excellent
9/12/2018,2,3,0,1,5,4,6,1,2,5,3,8,2,8,4,0,2,0,8,5,51 or more,Male,634.1,Good
9/12/2018,3,4,2,5,5,3,5,3,1,3,1,5,10,6,10,5,2,6,2,1,51 or more,Female,636.5,Good
9/12/2018,5,5,1,7,2,7,1,5,1,0,2,8,0,8,10,2,2,3,4,7,21 to 35,Male,646,Good
5/13/2017,2,2,7,4,6,10,4,5,1,9,3,6,6,8,0,1,2,4,10,10,21 to 35,Male,727.2,Excellent
9/13/2018,2,3,3,1,4,10,0,4,1,1,2,3,1,7,8,0,2,0,4,3,51 or more,Female,626.1,Good
9/13/2018,5,4,4,8,5,5,3,5,2,3,3,8,1,8,0,1,2,5,6,8,51 or more,Male,680,Good
9/13/2018,2,3,4,6,10,10,4,5,2,8,5,6,4,6,0,1,2,10,0,5,36 to 50,Male,691.1,Good
9/13/2018,3,3,4,5,3,3,2,1,2,7,3,5,5,7,5,1,2,5,3,7,51 or more,Female,640.1,Good
9/13/2018,5,1,5,10,8,10,7,0,2,5,1,2,5,8,0,2,2,6,4,5,36 to 50,Female,685.6,Good
9/14/2018,1,2,1,2,8,5,8,5,2,5,5,5,2,5,5,3,2,5,5,7,36 to 50,Female,653.3,Good
6/15/2017,2,2,10,10,10,10,10,5,1,3,5,7,4,7,0,2,2,2,4,6,Less than 20,Female,727.2,Excellent
9/14/2018,4,4,4,2,4,3,2,5,1,6,3,10,0,7,5,7,2,5,3,10,21 to 35,Female,661.5,Good
9/14/2018,5,1,1,2,2,1,2,1,1,1,3,3,0,6,1,0,2,2,0,6,51 or more,Female,627.6,Good
9/15/2018,5,4,3,10,7,10,4,1,2,7,7,5,1,6,0,5,2,10,5,5,36 to 50,Female,680.7,Good
9/15/2018,0,1,10,3,10,4,2,5,1,2,1,7,5,9,0,0,2,2,3,8,Less than 20,Male,690.2,Good
9/16/2018,3,5,5,6,8,10,2,0,2,3,0,4,0,6,10,1,2,8,0,0,36 to 50,Female,609.1,Good
9/16/2018,4,3,7,6,5,7,2,5,2,7,4,7,3,6,5,4,1,4,5,4,51 or more,Female,648.8,Good
9/16/2018,1,4,2,5,1,3,1,1,1,1,3,2,0,8,5,0,2,2,1,10,21 to 35,Male,614.2,Good
9/16/2018,5,2,8,5,7,8,3,1,2,7,6,4,8,6,0,1,2,2,3,6,51 or more,Male,682.2,Good
7/23/2018,5,2,10,10,10,10,5,2,1,8,8,6,1,8,10,1,2,10,1,10,36 to 50,Female,727.2,Excellent
9/16/2018,2,1,2,6,1,2,1,1,1,3,2,3,5,6,3,0,2,2,0,7,36 to 50,Male,632.7,Good
9/17/2018,2,3,3,5,2,5,3,1,1,2,0,9,0,4,0,0,1,2,0,5,21 to 35,Male,614.8,Good
9/17/2018,3,2,10,3,5,5,8,1,1,8,1,10,3,8,5,3,2,8,2,8,Less than 20,Female,692.3,Good
9/14/2018,5,3,10,10,10,7,4,3,1,8,2,6,3,8,0,1,2,10,1,8,51 or more,Female,727.2,Excellent
8/21/2019 15:49,4,1,10,10,10,10,6,5,2,5,0,6,3,8,0,1,2,10,3,10,51 or more,Female,727.2,Excellent
9/19/2019 14:51,2,3,10,3,10,10,10,5,2,9,1,6,10,8,0,1,2,10,2,10,36 to 50,Female,727.2,Excellent
11/13/2019 11:03,2,3,10,10,10,5,5,5,1,7,2,6,2,8,0,0,2,10,10,3,21 to 35,Female,727.2,Excellent
9/17/2018,2,4,6,3,9,7,6,3,2,7,3,10,8,9,9,1,2,10,3,5,36 to 50,Male,680.6,Good
9/18/2018,5,1,8,4,2,8,3,1,1,2,3,8,1,7,0,5,2,6,4,4,Less than 20,Female,674.7,Good
9/18/2018,5,2,7,5,3,10,3,1,1,4,5,3,4,7,10,7,2,2,1,8,Less than 20,Female,653.3,Good
9/18/2018,5,4,2,10,3,10,3,0,2,5,2,7,10,8,0,7,2,0,1,3,Less than 20,Female,647.5,Good
9/18/2018,4,2,5,5,8,10,4,2,2,8,6,8,5,8,0,6,2,4,3,7,Less than 20,Female,688.5,Good
9/18/2018,5,1,8,5,2,8,5,1,1,1,4,8,1,7,0,5,2,5,3,4,Less than 20,Female,676.4,Good
9/18/2018,5,0,10,4,0,8,3,0,2,1,2,6,2,8,0,10,2,2,2,1,Less than 20,Female,630.3,Good
9/18/2018,4,4,6,7,5,9,6,3,1,7,5,8,5,8,0,7,2,4,4,5,Less than 20,Female,697,Good
9/18/2018,2,4,5,4,2,7,8,2,1,6,6,10,7,6,4,7,1,10,2,1,Less than 20,Female,654.5,Good
9/18/2018,3,4,4,8,5,10,4,1,1,9,8,7,4,9,7,4,2,6,2,4,Less than 20,Female,681.7,Good
12/1/2019 13:33,5,1,8,10,6,10,5,5,1,8,2,7,7,7,0,2,2,3,5,2,21 to 35,Female,727.2,Excellent
9/18/2018,2,3,8,10,7,10,7,4,1,8,6,3,3,8,4,3,1,6,3,7,Less than 20,Female,690.9,Good
9/18/2018,5,1,8,4,2,8,5,1,1,1,4,8,1,7,0,5,2,5,4,3,Less than 20,Female,674.7,Good
9/18/2018,4,3,10,6,5,10,5,2,1,7,2,4,10,9,5,4,2,8,2,3,Less than 20,Female,696.4,Good
4/24/2020 17:10,4,2,10,5,6,5,10,5,1,9,3,5,10,9,10,2,2,10,6,6,21 to 35,Female,727.2,Excellent
9/18/2018,2,4,5,5,3,10,3,1,1,7,3,5,5,7,0,1,2,3,1,7,Less than 20,Female,667.3,Good
3/2/2021 2:08,5,1,6,7,10,5,7,5,2,8,2,6,5,8,0,1,2,8,7,10,51 or more,Female,727.2,Excellent
9/18/2018,3,2,2,8,10,2,3,0,1,4,2,3,3,8,0,1,2,10,3,10,21 to 35,Male,680.7,Good
9/18/2018,4,5,2,4,10,5,4,5,2,10,3,6,2,5,10,5,2,5,4,10,36 to 50,Female,653.5,Good
9/18/2018,3,3,6,8,1,5,3,5,2,10,7,10,4,7,0,4,2,10,1,5,51 or more,Male,688.7,Good
2/12/2017,2,1,10,8,4,7,5,5,1,5,10,1,10,5,0,3,2,10,3,10,Less than 20,Female,727.3,Excellent
